titre,nomChaine,categorie,categorie_id,int_com,int_notes,erreur_vid,heure_publication,date_publication,date_tendance,vues,likes,dislikes,nb_com
Çukur 22. Bölüm,Çukur,Drama,5,False,False,False,21:23:12,26/03/2018,28/03/2018,1342767,12934,1290,2080
YOUTUBE WARRIOR 2 vs Mister V & Jérémie Dethelot,Mcfly & Carlito,Foreign,7,False,False,False,07:59:45,25/03/2018,28/03/2018,2733401,213684,1944,8972
YOU LAUGH YOU SLAV,PewDiePie,Family,6,False,False,False,22:04:33,27/03/2018,28/03/2018,1622598,163101,2421,19202
Stormy Daniels' '60 Minutes' Ratings Beat Trump's,The Late Show with Stephen Colbert,Foreign,7,False,False,False,03:50:01,27/03/2018,28/03/2018,1996556,21508,951,2166
España vs Argentina 6-1 Resumen Highlights Goles Amistoso 2018,Resumenes FUT,Anime/Animation,1,False,False,False,21:45:07,27/03/2018,28/03/2018,4213455,33919,3153,16131
Söz | 39.Bölüm,Söz Dizi,Autos & Vehicles,2,False,False,False,21:14:49,26/03/2018,28/03/2018,1773018,23498,1352,3364
"Ronda Rousey meets Absolution: Raw, March 26, 2018",WWE,Anime/Animation,1,False,False,False,03:14:11,27/03/2018,28/03/2018,2536646,34717,2230,5413
Germany vs Brazil 1-5 - All Goals & Extended Highlights RÉSUMÉ & GOLES ( Last Matches ) HD,LIUBCHENKO,Anime/Animation,1,False,False,False,12:15:50,27/03/2018,28/03/2018,2069066,6406,2858,600
Honest Trailers - Star Wars: The Last Jedi,Screen Junkies,Autos & Vehicles,2,False,False,False,17:00:05,27/03/2018,28/03/2018,1390914,50424,3140,11671
Spain 6-1 Argentina All goals & Highlights Commentary Friendly Match (27/03/2018) HD/1080P,NIXBLACK,Anime/Animation,1,False,False,False,21:29:51,27/03/2018,29/03/2018,3241407,10503,935,2094
Russia Vs France 1-3 - All Goals & Highlights - Resumen y Goles 27/03/2018 HD,NugoBasilaiaa,Anime/Animation,1,False,False,False,17:40:32,27/03/2018,29/03/2018,2361105,7956,696,1747
في قلب منزل التلميذة اللي عراها شاب بجماعة بوشان و صورها ببنجرير و حاول يغتاصبها...,Chouftv - شوف تيفي,Horror,8,False,False,False,16:36:40,28/03/2018,29/03/2018,1382736,10203,1225,3898
Germany vs Brazil 0-1 All Goals & Highlights Extended 2018 HD,Legendary Football,Anime/Animation,1,False,False,False,21:54:37,27/03/2018,29/03/2018,3045739,8768,1680,1612
"2 Chainz - PROUD ft. YG, Offset",2ChainzVEVO,Comedy,4,False,False,False,03:30:02,28/03/2018,29/03/2018,1391051,84317,996,5175
YOU LAUGH YOU SLAV,PewDiePie,Family,6,False,False,False,22:04:33,27/03/2018,29/03/2018,3964394,317509,6686,36175
Boomerang Trick Shots | Dude Perfect,Dude Perfect,Anime/Animation,1,False,False,False,22:01:01,26/03/2018,29/03/2018,15295839,701925,11126,30710
విప్పుతావా విప్పన | ఈ ఒక్క నైట్ ప్లీజ్ | oka night please | best telugu short film,Guntur Talkies,Foreign,7,False,False,False,11:00:59,28/03/2018,29/03/2018,8958510,6892,6236,1070
España vs Argentina 6-1 Resumen Highlights Goles Amistoso 2018,Resumenes FUT,Anime/Animation,1,False,False,False,21:45:07,27/03/2018,29/03/2018,7865428,52297,6246,24025
Dame Tu Cosita Song 2018,Diti,Comedy,4,False,False,False,23:57:25,10/03/2018,29/03/2018,1766196,25943,1272,1022
Çukur 22. Bölüm,Çukur,Drama,5,False,False,False,21:23:12,26/03/2018,29/03/2018,1670433,14536,1555,2290
The Best And Winner Challenge DameTuCosita,MIMAN TV,Drama,5,False,False,False,09:08:46,17/03/2018,29/03/2018,5697410,23310,5534,1933
مباراة مصر vs اليونان | 0 - 1 Greece vs Egypt ( المباراة كاملة ),Presentation Sports,Anime/Animation,1,False,False,False,21:45:48,27/03/2018,29/03/2018,1312201,6889,1049,187
Söz | 39.Bölüm,Söz Dizi,Autos & Vehicles,2,False,False,False,21:14:49,26/03/2018,29/03/2018,2360811,27253,1739,4019
ملخص مباراه اسبانيا والارجنتين 6-1 -🔥ايسكو يذل التانجو بهاتريك في غياب ميسي🔥- جنون سعيد الكعبي,extra goal,Anime/Animation,1,False,False,False,21:32:59,27/03/2018,29/03/2018,2444655,22673,1629,2019
LA CHANSON DE LA JOIE (DEFI YOUTUBE WARRIOR 2 PERDU RE-UPLOAD),Mcfly & Carlito,Foreign,7,False,False,False,20:17:49,28/03/2018,30/03/2018,2132261,210802,841,8782
LE LÉGENDAIRE UEKUSA ! - LE SHOW JAUNE #42,Le Rire Jaune,Family,6,False,False,False,14:59:45,28/03/2018,30/03/2018,1571825,169663,1390,5736
Westworld Season 2 | Official Trailer | HBO,HBO,Autos & Vehicles,2,False,False,False,14:59:40,29/03/2018,30/03/2018,2108246,27675,918,2677
"Tyler, The Creator - OKRA","Tyler, The Creator",Thriller,14,False,False,False,16:07:11,29/03/2018,30/03/2018,1476311,164063,1092,10901
شهادات حصرية حول الفيديو الفضيحة لكاميرا الايام 24  من قلب الحدث في منطقة بوشان,AlAyam24 الأيام,Drama,5,False,False,False,16:54:22,28/03/2018,30/03/2018,1312052,2529,1560,397
Sen Anlat Karadeniz 10. Bölüm,Sen Anlat Karadeniz,Foreign,7,False,False,False,21:18:59,28/03/2018,30/03/2018,1408751,17275,1012,2260
"2 Chainz - PROUD ft. YG, Offset",2ChainzVEVO,Comedy,4,False,False,False,03:30:02,28/03/2018,30/03/2018,2391875,116445,1742,6930
Spain 6-1 Argentina All goals & Highlights Commentary Friendly Match (27/03/2018) HD/1080P,NIXBLACK,Anime/Animation,1,False,False,False,21:29:51,27/03/2018,30/03/2018,3799280,11737,1078,2357
Russia Vs France 1-3 - All Goals & Highlights - Resumen y Goles 27/03/2018 HD,NugoBasilaiaa,Anime/Animation,1,False,False,False,17:40:32,27/03/2018,30/03/2018,2639852,8458,755,1828
Look Smart and Feel Smarter With These Amazing Adulting DIY Hacks by Blossom,Blossom,Sci-Fi/Fantasy,11,False,False,False,09:00:04,29/03/2018,30/03/2018,2517003,21933,2163,967
How To Make a Hawaiian Pizza,HowToBasic,Foreign,7,False,False,False,20:39:25,28/03/2018,30/03/2018,2059581,139726,6088,24067
YOU LAUGH YOU SLAV,PewDiePie,Family,6,False,False,False,22:04:33,27/03/2018,30/03/2018,4698989,355229,8792,41355
Germany vs Brazil 0-1 All Goals & Highlights Extended 2018 HD,Legendary Football,Anime/Animation,1,False,False,False,21:54:37,27/03/2018,30/03/2018,3404160,9425,1867,1794
في قلب منزل الزوجة اللي شرملها راجلها فالشارع العام  بالدشيرة بسبب الخيانة الزوجية,Chouftv - شوف تيفي,Horror,8,False,False,False,11:02:08,30/03/2018,31/03/2018,1301028,11653,1812,5965
Ninho - Coffrer (Clip officiel),Ninho,Comedy,4,False,False,False,20:00:00,28/03/2018,31/03/2018,1716143,75569,1621,2582
The Weeknd - Call Out My Name (Official Audio),The Weeknd,Comedy,4,False,False,False,03:07:19,30/03/2018,31/03/2018,3234661,176564,2578,10974
LA CHANSON DE LA JOIE (DEFI YOUTUBE WARRIOR 2 PERDU RE-UPLOAD),Mcfly & Carlito,Foreign,7,False,False,False,20:17:49,28/03/2018,31/03/2018,2616513,231267,979,9540
LE LÉGENDAIRE UEKUSA ! - LE SHOW JAUNE #42,Le Rire Jaune,Family,6,False,False,False,14:59:45,28/03/2018,31/03/2018,1748862,179892,1525,5969
Lucas the Spider - Encore,Lucas the Spider,Autos & Vehicles,2,False,False,False,18:21:43,30/03/2018,31/03/2018,1391740,148064,1262,13731
رقصة الفضائي الاخضر وصلت للقبائل المنعزلة عن العالم 😂🌎🌌 Dame Tu Cosita,HAITHAM XD,Foreign,7,False,False,False,16:00:01,16/03/2018,31/03/2018,12118553,50708,10266,3075
Westworld Season 2 | Official Trailer | HBO,HBO,Autos & Vehicles,2,False,False,False,14:59:40,29/03/2018,31/03/2018,3967200,41742,1500,3896
野生動物の驚くべき瞬間！►► イーグルスネークバードウォーターシールオッター,kien hoang,Science & Technology,10,False,False,False,04:44:59,30/03/2018,31/03/2018,4664803,10907,4454,1220
"Tyler, The Creator - OKRA","Tyler, The Creator",Thriller,14,False,False,False,16:07:11,29/03/2018,31/03/2018,2689851,231749,2364,13852
Cardi B - Be Careful [Official Audio],Cardi B,Drama,5,False,False,False,04:08:44,30/03/2018,31/03/2018,2444282,158909,8231,19975
Lady Gaga - Your Song (Audio),LadyGagaVEVO,Comedy,4,False,False,False,23:00:01,29/03/2018,31/03/2018,1317501,111096,2104,9925
Zlatan is Back! God! Ibrahimovic! LA Galaxy 4-3 Los Angeles FC All goals Highlight(31/03/2018) 1080P,NIXBLACK,Anime/Animation,1,False,False,False,21:38:17,31/03/2018,01/04/2018,3911688,54997,1879,6930
Sevilla Vs Barcelona 2-2 - All Goals & Highlights - Resumen y Goles 31/03/2018 HD,NugoBasilaiaa,Anime/Animation,1,False,False,False,20:37:01,31/03/2018,01/04/2018,3192364,19660,2212,2212
The Weeknd - Call Out My Name (Official Audio),The Weeknd,Comedy,4,False,False,False,03:07:19,30/03/2018,01/04/2018,6199178,269176,4421,15115
Ninho - Coffrer (Clip officiel),Ninho,Comedy,4,False,False,False,20:00:00,28/03/2018,01/04/2018,2129667,80792,1801,2702
في قلب منزل الزوجة اللي شرملها راجلها فالشارع العام  بالدشيرة بسبب الخيانة الزوجية,Chouftv - شوف تيفي,Horror,8,False,False,False,11:02:08,30/03/2018,01/04/2018,1747392,13969,2430,7175
"Play-N-Skillz - Cuidao (Official Video) ft. Yandel, Messiah",PlayNSkillzVEVO,Comedy,4,False,False,False,07:00:09,23/03/2018,01/04/2018,1824822,27243,847,896
Prince Royce - El Clavo (Official Video),PrinceRoyceVEVO,Comedy,4,False,False,False,04:00:00,16/03/2018,01/04/2018,22975732,158755,10267,7009
George the Spider (Lucas The Spider Tribute),sottozen,Foreign,7,False,False,False,21:29:34,22/03/2018,01/04/2018,1418005,26294,2587,2392
Lucas the Spider - Encore,Lucas the Spider,Autos & Vehicles,2,False,False,False,18:21:43,30/03/2018,01/04/2018,3434039,238249,4223,21520
"Tinashe - Me So Bad (Official Video) ft. Ty Dolla $ign, French Montana",TinasheOfficialVEVO,Comedy,4,False,False,False,04:00:02,30/03/2018,01/04/2018,1683483,80632,2553,4059
Royce da 5'9 - Boblo Boat ft. J. Cole,RoyceDa59VEVO,Comedy,4,False,False,False,21:14:06,23/03/2018,01/04/2018,1954131,83806,905,5636
LA CHANSON DE LA JOIE (DEFI YOUTUBE WARRIOR 2 PERDU RE-UPLOAD),Mcfly & Carlito,Foreign,7,False,False,False,20:17:49,28/03/2018,01/04/2018,3011793,243544,1062,10122
[#1] Top 10 Dance/Emote Ideas That Might Be Added To Fortnite Battle Royale! #boogiedown Contest,TrickMAB,Comedy,4,False,False,False,06:53:23,23/03/2018,01/04/2018,1449449,12253,2379,2062
LE LÉGENDAIRE UEKUSA ! - LE SHOW JAUNE #42,Le Rire Jaune,Family,6,False,False,False,14:59:45,28/03/2018,01/04/2018,1850331,185396,1573,6075
BLINDTEST DES SYNONYMES feat. MAXENSS et SQUEEZIE,Mcfly & Carlito,Foreign,7,False,False,False,09:00:03,01/04/2018,02/04/2018,2134925,265157,4505,18677
Zlatan is Back! God! Ibrahimovic! LA Galaxy 4-3 Los Angeles FC All goals Highlight(31/03/2018) 1080P,NIXBLACK,Anime/Animation,1,False,False,False,21:38:17,31/03/2018,02/04/2018,11559797,137860,5140,14027
Tottenham vs Chelsea 3-1  All Goals & Highlights 01/04/2018,SPGOALS TV,Anime/Animation,1,False,False,False,16:54:23,01/04/2018,02/04/2018,2936235,12120,1822,1121
How To Make a Vegan Curry,HowToBasic,Sci-Fi/Fantasy,11,False,False,False,20:01:49,01/04/2018,02/04/2018,1868890,160934,6156,33846
Zlatan Ibrahimovic scores FIRST EVER MLS goal for LA Galaxy,Major League Soccer,Anime/Animation,1,False,False,False,20:49:56,31/03/2018,02/04/2018,3256932,44571,1344,5172
$10 Vegan vs. $135 Vegan,BuzzFeedVideo,Drama,5,False,False,False,15:00:44,01/04/2018,02/04/2018,2215998,69775,2261,9662
20 USEFUL TIPS FOR LIFE,5-Minute Crafts,Sci-Fi/Fantasy,11,False,False,False,12:30:01,01/04/2018,02/04/2018,3365472,31745,3614,1895
Sevilla Vs Barcelona 2-2 - All Goals & Highlights - Resumen y Goles 31/03/2018 HD,NugoBasilaiaa,Anime/Animation,1,False,False,False,20:37:01,31/03/2018,02/04/2018,4955919,26085,3529,2801
Sevilla vs Barcelona 2-2 - All Goals & Extended Highlights - La Liga 31/03/2018 HD,GOLAZO TV,Anime/Animation,1,False,False,False,20:50:06,31/03/2018,02/04/2018,2374139,14861,1036,2679
The Weeknd - Call Out My Name (Official Audio),The Weeknd,Comedy,4,False,False,False,03:07:19,30/03/2018,02/04/2018,8763592,341040,5632,18394
"Play-N-Skillz - Cuidao (Official Video) ft. Yandel, Messiah",PlayNSkillzVEVO,Comedy,4,False,False,False,07:00:09,23/03/2018,02/04/2018,2832290,31182,1207,976
Prince Royce - El Clavo (Official Video),PrinceRoyceVEVO,Comedy,4,False,False,False,04:00:00,16/03/2018,02/04/2018,23869973,163626,10630,7144
SIDEMEN: THE MOVIE (Official Trailer),Sidemen,Foreign,7,False,False,False,17:05:16,01/04/2018,02/04/2018,1707746,171839,4426,19271
Ninho - Coffrer (Clip officiel),Ninho,Comedy,4,False,False,False,20:00:00,28/03/2018,02/04/2018,2464166,83794,1934,2759
"LE PLUS GROS CACHE-CACHE DE FRANCE ! (ft Carlito, Maxenss, Léo)",SQUEEZIE,Family,6,False,False,False,18:02:26,02/04/2018,03/04/2018,2205412,378837,1797,24025
Double Date,Lolywood,Family,6,False,False,False,14:00:00,01/04/2018,03/04/2018,1318060,82931,1635,1330
BLINDTEST DES SYNONYMES feat. MAXENSS et SQUEEZIE,Mcfly & Carlito,Foreign,7,False,False,False,09:00:03,01/04/2018,03/04/2018,2704433,308477,5430,20785
How To Make a Vegan Curry,HowToBasic,Sci-Fi/Fantasy,11,False,False,False,20:01:49,01/04/2018,03/04/2018,3986558,252352,14140,51425
Immigration Courts: Last Week Tonight with John Oliver (HBO),LastWeekTonight,Foreign,7,False,False,False,06:30:00,02/04/2018,03/04/2018,2415722,67533,2507,9079
The Chainsmokers - Everybody Hates Me,ChainsmokersVEVO,Comedy,4,False,False,False,14:00:04,02/04/2018,03/04/2018,1603177,150817,2406,9319
Zlatan is Back! God! Ibrahimovic! LA Galaxy 4-3 Los Angeles FC All goals Highlight(31/03/2018) 1080P,NIXBLACK,Anime/Animation,1,False,False,False,21:38:17,31/03/2018,03/04/2018,14019308,157933,6122,15892
20 USEFUL TIPS FOR LIFE,5-Minute Crafts,Sci-Fi/Fantasy,11,False,False,False,12:30:01,01/04/2018,03/04/2018,5580658,43511,5711,2695
Tottenham vs Chelsea 3-1  All Goals & Highlights 01/04/2018,SPGOALS TV,Anime/Animation,1,False,False,False,16:54:23,01/04/2018,03/04/2018,3851850,14211,2200,1309
$10 Vegan vs. $135 Vegan,BuzzFeedVideo,Drama,5,False,False,False,15:00:44,01/04/2018,03/04/2018,3652312,97738,4141,13743
Black M - Tout se passe après minuit (Clip officiel) ft. Dadju,BlackMVEVO,Comedy,4,False,False,False,16:00:04,30/03/2018,03/04/2018,1464400,57525,4125,3905
Zlatan Ibrahimovic scores FIRST EVER MLS goal for LA Galaxy,Major League Soccer,Anime/Animation,1,False,False,False,20:49:56,31/03/2018,03/04/2018,3916287,49691,1511,5701
[EXID(이엑스아이디)] 내일해(LADY) 뮤직 비디오 (Official Music Video),EXID_OFFICIAL,Foreign,7,False,False,False,09:00:00,02/04/2018,03/04/2018,2015458,220362,2298,16034
Djadja & Dinaz - Ce qui est à nous [Clip Officiel],Djadja & Dinaz,Comedy,4,False,False,False,16:58:21,30/03/2018,03/04/2018,1375853,46758,1811,1926
"LE PLUS GROS CACHE-CACHE DE FRANCE ! (ft Carlito, Maxenss, Léo)",SQUEEZIE,Family,6,False,False,False,18:02:26,02/04/2018,04/04/2018,3521630,510523,2749,29979
Sevilla vs Bayern Munich 1-2 Resumen Highlights Goles UCL 2018,Resumenes FUT,Anime/Animation,1,False,False,False,21:43:28,03/04/2018,04/04/2018,1966072,10687,889,888
Söz | 40.Bölüm,Söz Dizi,Autos & Vehicles,2,False,False,False,06:26:21,03/04/2018,04/04/2018,1889074,32156,1843,5888
Eminem - Framed,EminemVEVO,Comedy,4,False,False,False,16:00:04,03/04/2018,04/04/2018,2127419,216109,6431,27422
Double Date,Lolywood,Family,6,False,False,False,14:00:00,01/04/2018,04/04/2018,1389374,86611,1744,1370
Çukur 23. Bölüm,Çukur,Drama,5,False,False,False,21:23:32,02/04/2018,04/04/2018,1506414,16936,1234,3378
The Weeknd - Call Out My Name (Official Lyric Video),The Weeknd,Comedy,4,False,False,False,23:29:20,02/04/2018,04/04/2018,2167072,169297,1442,8333
BLINDTEST DES SYNONYMES feat. MAXENSS et SQUEEZIE,Mcfly & Carlito,Foreign,7,False,False,False,09:00:03,01/04/2018,04/04/2018,2937617,324561,5696,21702
20 GLUE GUN HACKS YOU HAVE TO TRY YOURSELF,5-Minute Crafts,Sci-Fi/Fantasy,11,False,False,False,12:30:02,03/04/2018,04/04/2018,1441125,12805,1616,1336
"Roman Reigns unleashes on Brock Lesnar before WrestleMania: Raw, April 2, 2018",WWE,Anime/Animation,1,False,False,False,04:13:39,03/04/2018,04/04/2018,6270936,96934,6706,11212
The Chainsmokers - Everybody Hates Me,ChainsmokersVEVO,Comedy,4,False,False,False,14:00:04,02/04/2018,04/04/2018,3403440,214529,5100,12159
عندما يقع أشهر اللاعبين في الحب مع المشجعات ....!!,متع عقلك | رياضة,Anime/Animation,1,False,False,False,16:01:50,30/03/2018,04/04/2018,1849661,12640,1594,770
How To Make a Vegan Curry,HowToBasic,Sci-Fi/Fantasy,11,False,False,False,20:01:49,01/04/2018,04/04/2018,4570096,269669,16559,54811
"Trump's Easter Immigration Rant, Cabinet Turmoil: A Closer Look",Late Night with Seth Meyers,Family,6,False,False,False,01:17:21,03/04/2018,04/04/2018,1710905,24938,944,3912
Immigration Courts: Last Week Tonight with John Oliver (HBO),LastWeekTonight,Foreign,7,False,False,False,06:30:00,02/04/2018,04/04/2018,2985326,76527,2952,10301
OUVRIR DES GÉODES AVEC SQUEEZIE !,Dr Nozman,Shorts,12,False,False,False,15:59:05,03/04/2018,05/04/2018,1740940,121093,1906,5527
COMMENT JE SUIS DEVENU MILLIONNAIRE EN 1 MOIS,SEB,Family,6,False,False,False,15:28:37,03/04/2018,05/04/2018,1527002,130880,5202,9638
"LE PLUS GROS CACHE-CACHE DE FRANCE ! (ft Carlito, Maxenss, Léo)",SQUEEZIE,Family,6,False,False,False,18:02:26,02/04/2018,05/04/2018,4091034,555524,3078,31987
Tokyo Ghoul:Re – Opening Theme,Funimation,Autos & Vehicles,2,False,False,False,15:32:08,03/04/2018,05/04/2018,1344478,72713,1060,11941
Liverpool vs Manchester City 3-0 Resumen Highlights UCL 2018,Resumenes FUT,Anime/Animation,1,False,False,False,22:11:06,04/04/2018,05/04/2018,1887142,13278,740,1593
سمعو البنات هادشي كيخلع ! لا حول ولا قوة إلا بالله,Marbouha TV مربوحة,Drama,5,False,False,False,22:58:10,03/04/2018,05/04/2018,1949583,8631,2430,1332
Cardi B - Drip feat. Migos [Official Audio],Cardi B,Drama,5,False,False,False,04:00:55,04/04/2018,05/04/2018,2256712,117870,5773,15400
Crazy Reactions About Cristiano Ronaldo's Bicycle Kick VS Juventus [Juventus Fans Applaud Ronaldo],Lev1sa Sports,Anime/Animation,1,False,False,False,21:20:25,03/04/2018,05/04/2018,2068374,9897,806,697
Golden State Warriors vs Oklahoma City Thunder Full Game Highlights / April 3 / 2017-18 NBA Season,MLG Highlights,Anime/Animation,1,False,False,False,02:49:31,04/04/2018,05/04/2018,2059558,10646,658,2596
Eminem - Framed,EminemVEVO,Comedy,4,False,False,False,16:00:04,03/04/2018,05/04/2018,3822535,285920,10392,34557
London Customs Agent Couldn't Believe John Krasinski Is Married to Emily Blunt,The Tonight Show Starring Jimmy Fallon,Family,6,False,False,False,04:07:28,04/04/2018,05/04/2018,1893241,32122,347,1017
Söz | 40.Bölüm,Söz Dizi,Autos & Vehicles,2,False,False,False,06:26:21,03/04/2018,05/04/2018,2561177,38203,2900,7460
little boy yodeling in walmart,mothgirl 666,Family,6,False,False,False,20:42:50,29/03/2018,05/04/2018,1572321,44341,1573,5131
Juventus vs Real Madrid 0-3 - All Goals & Extended Highlights 03/04/2018,VA10HD,Anime/Animation,1,False,False,False,20:34:42,03/04/2018,05/04/2018,5397937,20640,9308,877
WINNER - ‘EVERYDAY’ M/V,WINNER,Comedy,4,False,False,False,09:00:04,04/04/2018,05/04/2018,3086615,340359,5666,34030
Ronaldo's reaction to Juventus fans applauding him after his bicycle kick goal against Juventus,MrMatador,Anime/Animation,1,False,False,False,21:14:45,03/04/2018,05/04/2018,1654605,7503,1105,745
"Racist Superman | Rudy Mancuso, Alesso & King Bach",Rudy Mancuso,Family,6,False,False,False,16:00:01,04/04/2018,05/04/2018,1618550,116419,3654,13185
COMMENT JE SUIS DEVENU MILLIONNAIRE EN 1 MOIS,SEB,Family,6,False,False,False,15:28:37,03/04/2018,06/04/2018,1760290,141827,6300,10589
OUVRIR DES GÉODES AVEC SQUEEZIE !,Dr Nozman,Shorts,12,False,False,False,15:59:05,03/04/2018,06/04/2018,2020052,133572,2155,5861
A$AP Rocky - A$AP Forever (Official Video) ft. Moby,LIVELOVEASAPVEVO,Comedy,4,False,False,False,17:00:00,05/04/2018,06/04/2018,1315821,128878,1151,8816
"LE PLUS GROS CACHE-CACHE DE FRANCE ! (ft Carlito, Maxenss, Léo)",SQUEEZIE,Family,6,False,False,False,18:02:26,02/04/2018,06/04/2018,4356368,571672,3224,32778
How To Untangle Headphones,HowToBasic,Sci-Fi/Fantasy,11,False,False,False,18:14:15,05/04/2018,06/04/2018,1356717,117498,2945,13739
WHAT'S NEXT FOR ME ON YouTube !!,CaseyNeistat,Drama,5,False,False,False,12:00:02,05/04/2018,06/04/2018,1362433,126743,1855,12749
[NEW SEASONAL MISSION] Retribution | Overwatch,PlayOverwatch,Comedy,4,False,False,False,01:57:13,05/04/2018,06/04/2018,1375336,70600,437,10822
BTS (방탄소년단) 'Euphoria : Theme of LOVE YOURSELF 起 Wonder',ibighit,Comedy,4,False,False,False,15:00:05,05/04/2018,06/04/2018,7518990,1573030,8113,180262
Insane Alternate Angle of Conor McGregor Bus Attack | TMZ Sports,TMZSports,Anime/Animation,1,False,False,False,19:39:33,05/04/2018,06/04/2018,1848830,5031,481,5550
Cardi B - Drip feat. Migos [Official Audio],Cardi B,Drama,5,False,False,False,04:00:55,04/04/2018,06/04/2018,3100696,139747,6931,16887
No VIP treatment for Salman Khan in jail: Jodhpur DIG (Prisons),The Times of India,Horror,8,False,False,False,15:06:43,05/04/2018,06/04/2018,3162735,18442,4893,2421
Johnny English Strikes Again - Official Trailer (HD) - Coming Soon,Universal Pictures,Foreign,7,False,False,False,07:00:36,05/04/2018,06/04/2018,3358449,132796,1474,9050
From Clumsy To Graceful! These DIY Life Hacks Will Save You From Any Embarrassing Situations,Blossom,Sci-Fi/Fantasy,11,False,False,False,10:43:36,05/04/2018,06/04/2018,1437440,12379,1106,706
Craziest reactions on Cristiano Ronaldo Goal vs Juventus |HD,Wrsh98,Anime/Animation,1,False,False,False,15:45:45,04/04/2018,06/04/2018,1402479,5575,578,381
Tokyo Ghoul:Re – Opening Theme,Funimation,Autos & Vehicles,2,False,False,False,15:32:08,03/04/2018,06/04/2018,1800469,86271,1294,14125
سمعو البنات هادشي كيخلع ! لا حول ولا قوة إلا بالله,Marbouha TV مربوحة,Drama,5,False,False,False,22:58:10,03/04/2018,06/04/2018,2398334,10492,3336,1818
El Chombo - Dame Tu Cosita (Official Video) [Ultra Music],Ultra Music,Comedy,4,False,False,False,19:51:33,05/04/2018,07/04/2018,2659106,52451,17502,5367
"Calvin Harris, Dua Lipa - One Kiss (Lyric Video)",CalvinHarrisVEVO,Comedy,4,False,False,False,04:00:00,06/04/2018,07/04/2018,1916118,129933,3531,5565
IBRA vs CHABAL,IbraPlus,Anime/Animation,1,False,False,False,11:00:22,04/04/2018,07/04/2018,1368166,104956,4328,3033
A$AP Rocky - A$AP Forever (Official Video) ft. Moby,LIVELOVEASAPVEVO,Comedy,4,False,False,False,17:00:00,05/04/2018,07/04/2018,3079473,214849,2565,12778
YOU GROOVE YOU LOSE,PewDiePie,Family,6,False,False,False,17:57:50,06/04/2018,07/04/2018,1969090,170936,2912,17933
COMMENT JE SUIS DEVENU MILLIONNAIRE EN 1 MOIS,SEB,Family,6,False,False,False,15:28:37,03/04/2018,07/04/2018,1880483,147622,6788,10915
"Cardi B, Bad Bunny & J Balvin - I Like It [Official Audio]",Cardi B,Comedy,4,False,False,False,04:00:05,06/04/2018,07/04/2018,1571737,91237,1972,6272
Il n'est pas Humain...10 Buts Extraordinaires de Ronaldo,Aliotop,Anime/Animation,1,False,False,False,10:00:10,04/04/2018,07/04/2018,1501780,21020,1132,1892
"LE PLUS GROS CACHE-CACHE DE FRANCE ! (ft Carlito, Maxenss, Léo)",SQUEEZIE,Family,6,False,False,False,18:02:26,02/04/2018,07/04/2018,4573544,583780,3351,33330
How To Untangle Headphones,HowToBasic,Sci-Fi/Fantasy,11,False,False,False,18:14:15,05/04/2018,07/04/2018,2125530,156197,5026,17385
Çukur 24. Bölüm Fragman,Çukur,Drama,5,False,False,False,18:33:24,05/04/2018,07/04/2018,1958185,22322,559,2945
Insane Alternate Angle of Conor McGregor Bus Attack | TMZ Sports,TMZSports,Anime/Animation,1,False,False,False,19:39:33,05/04/2018,07/04/2018,4162714,8810,1108,8246
Trump Breaks Silence on Stormy Daniels as Russia Probe Heats Up: A Closer Look,Late Night with Seth Meyers,Family,6,False,False,False,01:00:04,06/04/2018,07/04/2018,1375715,14272,663,1602
WHAT'S NEXT FOR ME ON YouTube !!,CaseyNeistat,Drama,5,False,False,False,12:00:02,05/04/2018,07/04/2018,1754643,143917,2401,13878
Lil Pump - ESSKEETIT (Official Music Video),Lil pump,Comedy,4,False,False,False,03:59:40,13/04/2018,14/04/2018,11500696,924173,48746,109506
OrelSan - La pluie (feat. Stromae) [CLIP OFFICIEL],orelsan,Comedy,4,False,False,False,15:34:14,11/04/2018,14/04/2018,3746919,191045,4572,9942
The Weeknd - Call Out My Name (Official Video),TheWeekndVEVO,Comedy,4,False,False,False,16:00:04,12/04/2018,14/04/2018,7831865,477339,7317,27200
Coachella 2018 LIVE Channel 1,Coachella,Comedy,4,False,True,False,06:48:28,05/04/2018,14/04/2018,3598220,0,0,0
野生動物の驚くべき瞬間2018！ライオンモンキーヒョウカンガルー,kien hoang,Science & Technology,10,False,False,False,05:30:13,13/04/2018,14/04/2018,5954189,12851,7732,1682
Nicki Minaj - Barbie Tingz (Lyric Video),NickiMinajAtVEVO,Comedy,4,False,False,False,17:00:01,12/04/2018,14/04/2018,5450008,292375,14872,29626
J. Balvin - Ambiente,jbalvinVEVO,Comedy,4,False,False,False,05:00:05,13/04/2018,14/04/2018,7828494,310322,8737,14097
ZAYN - Let Me (Official Video),ZaynVEVO,Comedy,4,False,False,False,12:00:04,12/04/2018,14/04/2018,11188755,799895,16434,66115
Hôtel Transylvanie 3 : Des Vacances Monstrueuses - Bande-annonce 3,SonyPicturesFr,Autos & Vehicles,2,False,False,False,16:47:17,21/03/2018,14/04/2018,3869031,7528,969,199
OCEAN'S 8 - Official Main Trailer,Warner Bros. Pictures,Foreign,7,False,False,False,16:00:27,12/04/2018,14/04/2018,5072080,24495,12189,5614
